ID_Pivot,Deleted,Post_Deletion_ID,Retailer_promotion_number_1,Salitix_client_number,Salitix_customer_number,Retailer_promotion_number_2,Retailer_promotion_description,Promo_period,Promo_funding_type,Instore_Start_Date,Instore_End_Date,Buy_In_Start_Date,Buy_In_End_Date,Outer_Case_Code,Retailer_Product_Number,Retailer_Product_Number_2,Retailer_Product_Description,Retailer_Product_Unit_Size,Retailer_Case_Size,Retailer_product_vat_rate,Feature_space_fee,Positioning_fee,Standard_Selling_Price,Promotional_Selling_Price,Standard_Case_Cost,Promotional_Case_Cost,Standard_margin_perc,Promo_margin_perc,Promo_Retro_Funding_Case,Promo_Retro_Start_Date,Promo_Retro_End_Date,Retailer_Promo_Funding_Perc,Supplier_Promo_Funding_Perc,Trigger_Unit_Qty,Trigger_Funding_Amount,Epos_Funding_Amount,Standard_Volume_Forecast,Promo_Volume_Forecast,Retail_Promo_Comments,Data_Source
221,,,184,,SAI01,,Cycle 15 - Martini Vibrante 75cl,,E,02/01/2022,18/01/2022,02/01/2022,18/01/2022,,8021833,,,,,,0,0,,,,,,,,02/01/2022,18/01/2022,,,1,0,1.220000,,,Core Only,PRF-2021-12-390647.pdf
222,,,185,,SAI01,,C16 - Bombay Sapphire 70cl,,E,22/01/2022,08/02/2022,22/01/2022,08/02/2022,,2623733,,,,,,0,0,,,,,,,,22/01/2022,08/02/2022,,,1,0,0.180000,,,All Core and Convenience Stores,PRF-2022-01-392155.pdf
223,,,186,,SAI01,,C16 - Bombay Bramble 70cl,,E,31/01/2022,20/02/2022,31/01/2022,20/02/2022,,8012350,,,,,,0,0,,,,,,,,31/01/2022,20/02/2022,,,1,0,0.480000,,,Core Only,PRF-2022-01-392256.pdf
224,,,187,,SAI01,,C16 - Bacardi Carta Blanca 70cl,,E,19/01/2022,08/02/2022,19/01/2022,08/02/2022,,2377216,,,,,,0,0,,,,,,,,19/01/2022,08/02/2022,,,1,0,0.500000,,,Core Only,PRF-2022-01-392674.pdf
225,,,188,,SAI01,,C17 - Bombay Sapphire 1L,,E,09/02/2022,01/03/2022,09/02/2022,01/03/2022,,3355909,,,,,,0,0,,,,,,,,09/02/2022,01/03/2022,,,1,0,0.250000,,,Core Only,PRF-2022-01-393849.pdf
226,,,189,,SAI01,,C17 - Bacardi Carta Blanca 1L,,E,09/02/2022,01/03/2022,09/02/2022,01/03/2022,,2397870,,,,,,0,0,,,,,,,,09/02/2022,01/03/2022,,,1,0,0.720000,,,Core Only,PRF-2022-01-393850.pdf
227,,,190,,SAI01,,C17 - Bacardi Spiced 1L,,E,09/02/2022,01/03/2022,09/02/2022,01/03/2022,,7966994,,,,,,0,0,,,,,,,,09/02/2022,01/03/2022,,,1,0,0.160000,,,Core Only,PRF-2022-01-393851.pdf
228,,,191,,SAI01,,C17 - Bombay Sapphire Sunset,,E,09/02/2022,01/03/2022,09/02/2022,01/03/2022,,8086590,,,,,,0,0,,,,,,,,09/02/2022,01/03/2022,,,1,0,0.500000,,,Core Only,PRF-2022-01-393852.pdf
229,,,192,,SAI01,,C17 - Martini Vermouth 75cl -,,E,09/02/2022,01/03/2022,09/02/2022,01/03/2022,,7974553,,,,,,0,0,,,,,,,,09/02/2022,01/03/2022,,,1,0,0.810000,,,Core Only,PRF-2022-01-393855.pdf
230,,,192,,SAI01,,C17 - Martini Vermouth 75cl -,,E,09/02/2022,01/03/2022,09/02/2022,01/03/2022,,7974560,,,,,,0,0,,,,,,,,09/02/2022,01/03/2022,,,1,0,0.810000,,,Core Only,PRF-2022-01-393855.pdf
231,,,192,,SAI01,,C17 - Martini Vermouth 75cl -,,E,09/02/2022,01/03/2022,09/02/2022,01/03/2022,,7974548,,,,,,0,0,,,,,,,,09/02/2022,01/03/2022,,,1,0,0.810000,,,Core Only,PRF-2022-01-393855.pdf
232,,,193,,SAI01,,C17 - Bombay Sapphire 70cl,,E,02/03/2022,22/03/2022,02/03/2022,22/03/2022,,2623733,,,,,,0,0,,,,,,,,02/03/2022,22/03/2022,,,1,0,0.360000,,,Core Only,PRF-2022-01-393856.pdf
233,,,194,,SAI01,,C17 - Bombay Sapphire 70cl,,E,13/03/2022,27/03/2022,13/03/2022,27/03/2022,,2623733,,,,,,0,0,,,,,,,,13/03/2022,27/03/2022,,,1,0,0.360000,,,Convenience Only,PRF-2022-01-393857.pdf
234,,,195,,SAI01,,C17 - Martini Vibrante 75cl,,E,02/03/2022,22/03/2022,02/03/2022,22/03/2022,,8021833,,,,,,0,0,,,,,,,,02/03/2022,22/03/2022,,,1,0,1.220000,,,Core Only,PRF-2022-01-393858.pdf
235,,,196,,SAI01,,C1 - Bacardi Carta Blanca 70cl,,E,23/03/2022,05/04/2022,23/03/2022,05/04/2022,,2377216,,,,,,0,0,,,,,,,,23/03/2022,05/04/2022,,,1,0,0.500000,,,All Core and Convenience Stores,PRF-2022-02-397723.pdf
236,,,197,,SAI01,,C2 - Bacardi Carta Blanca 1L,,E,06/04/2022,26/04/2022,06/04/2022,26/04/2022,,2397870,,,,,,0,0,,,,,,,,06/04/2022,26/04/2022,,,1,0,0.720000,,,Core Only,PRF-2022-02-397724.pdf
237,,,198,,SAI01,,C2 - Bombay Sapphire 1L,,E,06/04/2022,26/04/2022,06/04/2022,26/04/2022,,3355909,,,,,,0,0,,,,,,,,06/04/2022,26/04/2022,,,1,0,0.780000,,,Core Only,PRF-2022-02-397726.pdf
238,,,199,,SAI01,,C2 - Bacardi Spiced 1L,,E,06/04/2022,26/04/2022,06/04/2022,26/04/2022,,7966994,,,,,,0,0,,,,,,,,06/04/2022,26/04/2022,,,1,0,0.150000,,,Core Only,PRF-2022-02-397728.pdf
239,,,200,,SAI01,,C2 - Martini Vermouth 75cl,,E,06/04/2022,26/04/2022,06/04/2022,26/04/2022,,7974553,,,,,,0,0,,,,,,,,06/04/2022,26/04/2022,,,1,0,1.010000,,,Core Only,PRF-2022-02-397735.pdf
240,,,200,,SAI01,,C2 - Martini Vermouth 75cl,,E,06/04/2022,26/04/2022,06/04/2022,26/04/2022,,7974560,,,,,,0,0,,,,,,,,06/04/2022,26/04/2022,,,1,0,1.010000,,,Core Only,PRF-2022-02-397735.pdf
241,,,200,,SAI01,,C2 - Martini Vermouth 75cl,,E,06/04/2022,26/04/2022,06/04/2022,26/04/2022,,7974548,,,,,,0,0,,,,,,,,06/04/2022,26/04/2022,,,1,0,1.010000,,,Core Only,PRF-2022-02-397735.pdf
