,Vendor_Name,Retailer_Invoice
991,COOP,TI00995349
992,WAITROSE,4700009475
993,COOP,TI01074836
994,ICELAND,1802005296
995,WAITROSE,4700187950
996,ASDA,7000133690
997,SAINSBURYS,RP7401/U0200/002
998,MORRISONS,2019847527185
999,MORRISONS,2020978040174
1000,MORRISONS,BULK 6 INVOICES
1001,MANDS,5100012820
1002,NISA,T318426
1003,ASDA,7000067434
1004,MORRISONS,20202020867175743
1005,MORRISONS,20211164417842
1006,SPAR,76299
1007,COOP,TI01033735
1008,COOP,TI01110088
1009,COOP,TI01117029
1010,WAITROSE,4700228471
1011,TESCO,2100457119
1012,SAINSBURYS,RP2095/U0200/004
1013,MORRISONS,2020850993272
1014,WAITROSE,70171243260
1015,WAITROSE,70171364106
1016,NISA,T310286
1017,TESCO,2100908610
1018,TESCO,1002100631526
1019,MORRISONS,20221530518756
1020,NISA,T272314
1021,ICELAND,683/3121
1022,COOP,TI00946944
1023,COOP,TI00989856
1024,MORRISONS,20221980940753
1025,ASDA,7000015236
1026,TESCO,2100392193
1027,MORRISONS,20221563884195
1028,NISA,T273603
1029,TESCO,2100743815
1030,BESTWAY,A01128929
1031,SPAR,MRGI34031 CT
1032,MORRISONS,20221980941333
1033,COOP,TI01240104
1034,TESCO,1002100618301
1035,SAINSBURYS,RP7648/U0200/004
1036,SAINSBURYS,RP5270/U0200/004
1037,SAINSBURYS,RP6754/U0200/003
1038,MORRISONS,20221716549144
1039,NISA,T316566
1040,COOP,TI01210838
1041,SAINSBURYS,PD00757507
1042,ASDA,7000060181
1043,ASDA,7000124731
1044,TESCO,2100560744
1045,TESCO,2100604458
1046,MORRISONS,2020862584514
1047,BOOKER,90752997
1048,COOP,REPOSTTI01027301
1049,ASDA,7000107534
1050,BESTWAY,1007099
1051,AMAZON,2083506552VCBSIN
1052,SAINSBURYS,PD10769106
1053,UNITAS,UNSI0019559
1054,COOP,PCM100815
1055,MORRISONS,20211127365033
1056,MORRISONS,20211246712187
1057,COOP,TI00864206
1058,COOP,TI00903264
1059,SPAR,0000077491
1060,MANDS,1800611195
1061,COOP,TC00098019
1062,ICELAND,ADD17664/223
1063,TESCO,2100774621
1064,ASDA,7000177109
1065,ASDA,7000040895
1066,SAINSBURYS,FD357978 / 01
1067,COSTCO,388349
1068,COOP,TI01138586
1069,ASDA,7000058952
1070,TESCO,2100859752
1071,ASDA,7000019987
1072,SAINSBURYS,RP8568/U0200/004
1073,COOP,TI01055774
1074,WAITROSE,4700108119
1075,MORRISONS,20221921576330
1076,SAINSBURYS,RP5235/U0200/001
1077,COOP,TI01260978
1078,TESCO,2100931738
1079,TESCO,1002100214612
1080,SAINSBURYS,RP3267/U0200/003
1081,SAINSBURYS,RP7193/U0200/003
1082,MORRISONS,20202019839571535
1083,MORRISONS,20211182260572
1084,WAITROSE,70171337970
1085,BOOKER,90777180
1086,TESCO,2100321418
1087,COOP,TI01154073
1088,ASDA,7000014134
1089,MORRISONS,20211177068152
1090,COOP,TI01222728
1091,COOP,TI01255848
1092,BESTWAY,1069183
1093,ICELAND,DNVR3708
1094,SAINSBURYS,RP478/U0200/002
1095,NISA,T311796
1096,WAITROSE,4700163186
1097,MORRISONS,20232338606811
1098,ASDA,7000122697
1099,TESCO,2100443138
1100,SAINSBURYS,RP7473/U0200/004
1101,SAINSBURYS,RP1503/U0200/003
1102,MORRISONS,20211112374247
1103,COSTCO,361502
1104,UNITAS,UNSI0010483
1105,AMAZON,5800564941
1106,ICELAND,ADD16623/4122
1107,SAINSBURYS,RP5351/U0200/003
1108,NISA,T321554
1109,ASDA,7000147292
1110,TESCO,EL128528
1111,MORRISONS,2020889150117
1112,TESCO,2100732407
1113,ICELAND,117/3323
1114,COOP,TI01216122
1115,SAINSBURYS,RP7869/U0200/004
1116,MORRISONS,2020984576593
1117,MORRISONS,20211541150691
1118,ICELAND,364/3622
1119,COOP,TI01208434
1120,SAINSBURYS,RP3725/U0200/004
1121,SAINSBURYS,FD365024 / 01
1122,ICELAND,505/2221
1123,COOP,TI01008178
1124,COOP,TI01295780
1125,MORRISONS,2020889152056
1126,WAITROSE,4700136965
1127,WAITROSE,4700182442
1128,SAINSBURYS,PD30851347
1129,ASDA,7000136861
1130,ICELAND,ADD13898/5120
1131,AMAZON,M7DA20006445
1132,SPAR,77368
1133,SAINSBURYS,RP3975/U0100/001
1134,ICELAND,827/3922
1135,ICELAND,ADD19533/2823
1136,SAINSBURYS,PD20827324
1137,ASDA,7000087958
1138,ASDA,7000164976
1139,SAINSBURYS,RP8197/U0200/004
1140,SAINSBURYS,PD10783950
1141,BOOKER,90723089
1142,BOOKER,90730738
1143,COOP,TI00978090
1144,WAITROSE,4700138753
1145,ICELAND,926/3223
1146,TESCO,2100539077
1147,TESCO,2100536147
1148,SAINSBURYS,RP9597/U0200/003
1149,MORRISONS,2020956110814
1150,MORRISONS,20221699240807
1151,COOP,TI01014889
1152,COOP,TI01059384
1153,AMAZON,2084929890VCBSINV
1154,SAINSBURYS,RP8774/U0100/001
1155,NISA,UNSI0011356
1156,COSTCO,DF425645-1
1157,ASDA,7000144357
1158,TESCO,2100545006
1159,MORRISONS,2020942969357
1160,COOP,TI00922282
1161,COOP,TI00952366
1162,NISA,T301219
1163,COOP,TI01141028
1164,MORRISONS,20232061430267
1165,TESCO,2100591604
1166,TESCO,1002100636539
1167,COOP,TI01005674
1168,WAITROSE,4700058903
1169,COOP,TI01132284
1170,SAINSBURYS,RP3059/U0200/001
1171,TESCO,2100623374
1172,WAITROSE,70171257511
1173,MORRISONS,20221921576070
1174,ASDA,6601004797
1175,ICELAND,ADD13319V/3820
1176,SPAR,74330
1177,TJ MORRIS,0000062209
1178,ASDA,7000124095
1179,AMAZON,2121681048
1180,SAINSBURYS,RP599/U0200/004
1181,COOP,TI00838059
1182,COOP,TI00893492
1183,WAITROSE,70171326966
1184,BESTWAY,986405
1185,WAITROSE,4700027496
1186,COOP,TI01198127
1187,COOP,TI01204847
1188,MORRISONS,2020904401982
1189,MORRISONS,20211392501729
1190,SAINSBURYS,FD374327
1191,COOP,TI01220388
1192,ASDA,7000094892
1193,MORRISONS,20211336679712
1194,ICELAND,93/4720
1195,BESTWAY,1068495
1196,COOP,TI01192101
1197,SAINSBURYS,RP829/U0200/002
1198,ASDA,7000064124
1199,MANDS,5100326290
1200,WAITROSE,4700150039
1201,SAINSBURYS,RP9282/U0200/004
1202,MORRISONS,2020858950166
1203,MORRISONS,2020924736534
1204,MORRISONS,775213673 CREDIT
1205,MORRISONS,20211261505856
1206,COOP,TI01063869
1207,COOP,TI01128029
1208,ICELAND,DNVR5280
1209,MORRISONS,20232209007596
1210,BESTWAY,A01188136
1211,ASDA,7000002788
1212,BOOKER,90711744
1213,ICELAND,ADD15546/3921
1214,COOP,TI00959375
1215,COOP,TI01149689
1216,COOP,TI01196742
1217,ASDA,7000123830
1218,MORRISONS,20201052461488
1219,MORRISONS,20211373985744
1220,BOOKER,90698311
1221,COOP,TI01036259
1222,COOP,TI01169611
1223,TESCO,2100850887
1224,NISA,T284571
1225,MORRISONS,20221948754409
1226,MORRISONS,20232151602051
1227,NISA,T326425
1228,ICELAND,20039V/1224
1229,SAINSBURYS,RP5910/U0200/001
1230,SAINSBURYS,RP9857/U0200/004
1231,MORRISONS,2020891628880
1232,MORRISONS,20211141731406
1233,NISA,T306076
1234,COOP,TI01084614
1235,WAITROSE,4700194719
1236,COOP,TI01212390
1237,ASDA,7000034897
1238,ASDA,7000075642
1239,MANDS,5101321649 94009
1240,TESCO,2100659086
1241,SAINSBURYS,RP9163/U0200/003
1242,MORRISONS,20211299723635
1243,COOP,TI01127006
1244,TESCO,2100780319
1245,TESCO,2100227733
1246,MORRISONS,2021CT 1009438951
1247,COOP,TI00843550
1248,COOP,TI00937331
1249,WAITROSE,4700244165
1250,TESCO,2100342258
1251,TESCO,2100472811
1252,MORRISONS,20211368752418
1253,COOP,TI01101265
1254,COOP,TI01132277
1255,ICELAND,610/0323
1256,TESCO,1002100685191
1257,BOOKER,90796512
1258,NISA,T325832
1259,MORRISONS,20232439629501
1260,ASDA,7000070730
1261,ASDA,7000101162
1262,SAINSBURYS,RP3375/U0200/001
1263,MORRISONS,20211294758217
1264,SAINSBURYS,RP3375/U0200/004
1265,BESTWAY,962163
1266,ICELAND,ADD14735/1521
1267,COOP,TI00980950
1268,MORRISONS,20221894260093
1269,TESCO,2100378103
1270,SAINSBURYS,RP8505/U0200/004
1271,SAINSBURYS,RP671/U0200/001
1272,MORRISONS,20202020870253845
1273,BESTWAY,978642
1274,COOP,TI01132275
1275,WAITROSE,4700185035
1276,MORRISONS,20222035608860
1277,TESCO,2100866880
1278,ASDA,7000035993
1279,SAINSBURYS,RP2323/U0200/004
1280,BOOKER,90696662
1281,NISA,TC00092059
1282,SAINSBURYS,RP862/U0200/003
1283,COOP,TI00912488
1284,COSTCO,406645
1285,AMAZON,5800623443
1286,COOP,TI01095686
1287,MORRISONS,20232471030389
1288,SAINSBURYS,RP5843/U0200/002
1289,MORRISONS,2020904402095
1290,ICELAND,ADD15401/3621
1291,SPAR,SL/C8952
1292,NISA,TC00108657
1293,TESCO,2100858073
1294,BOOKER,90819514
1295,ASDA,7000136552
1296,AMAZON,7503000857
1297,ICELAND,ADD17533/223
1298,UNITAS,UNSI0022559
1299,NISA,T310285
1300,MORRISONS,20232035609452
1301,ASDA,7000010206
1302,BOOKER,90720446
1303,COSTCO,RTV1200079169
1304,COOP,TI01054115
1305,ICELAND,622/3522
1306,ASDA,7000070442
1307,ICELAND,ADD18460/1123
1308,SAINSBURYS,RP3696/U0200/002
1309,SAINSBURYS,RP5305/U0200/001
1310,SAINSBURYS,FD364324 / 01
1311,MORRISONS,20211164419184
1312,SAINSBURYS,RP5478/U0200/002
1313,AMAZON,2085286366VCBSINV
1314,ASDA,7000002248
1315,NISA,16587
1316,MORRISONS,20221898461249
1317,ASDA,7000054219
1318,MORRISONS,20211318423912
1319,COOP,TI00834341
1320,ONESTOP,116666
1321,WAITROSE,4700246883
1322,TESCO,2100865610
1323,SAINSBURYS,RP2207/U0200/004
1324,SAINSBURYS,RP6919/U0200/003
1325,MORRISONS,2020850990569
1326,COOP,TI01007089
1327,MANDS,5101429509
1328,MORRISONS,20221840379756
1329,COOP,TI01177106
1330,SAINSBURYS,FD367078 / 01
1331,MORRISONS,2020867176395
1332,WAITROSE,70171304455
1333,ICELAND,505/2321
1334,BESTWAY,984975
1335,MORRISONS,20221959465524
1336,WAITROSE,4700220134
1337,BOOKER,90812283
1338,COOP,TI01283968
1339,COOP,TI00839378
1340,COOP,TI00880556
1341,COOP,TI01260742
1342,ICELAND,ADD14736/1721
1343,WAITROSE,70171377097
1344,MORRISONS,20221785782132
1345,MORRISONS,20211980941670
1346,COOP,TI01293478
1347,COOP,TI00980949
1348,MORRISONS,20221921576784
1349,MORRISONS,20232333194121
1350,TESCO,2100323575
1351,SAINSBURYS,RP8208/U0200/004
1352,MORRISONS,2020945268773
1353,COOP,TI00970638
1354,BESTWAY,1171438
1355,MORRISONS,20211505123758
1356,BESTWAY,1083565
1357,BOOKER,90792191
1358,TESCO,2100791319
1359,TESCO,2100421966
1360,COSTCO,368265
1361,NISA,T304475
1362,COOP,TI01111864
1363,MORRISONS,20232074769212
1364,COOP,TI00858961
1365,ASDA,7000157732
1366,MORRISONS,20232116042209
1367,ASDA,7000040675
1368,MORRISONS,20201052461349
1369,COOP,TI00888904
1370,MANDS,5101164407
1371,ICELAND,827/4022
1372,MORRISONS,20232136101136
1373,BESTWAY,1171154/3464
1374,TESCO,2100318326
1375,SAINSBURYS,RP9153/U0200/003
1376,MORRISONS,20211215552791
1377,AMAZON,TJRL98KBN-14
1378,TESCO,2100809532
1379,ASDA,7000005171
1380,ASDA,7000162186
1381,TESCO,2100607244
1382,SAINSBURYS,RP3770/U0200/004
1383,ASDA,7000162582
1384,WAITROSE,4700193410
1385,TESCO,1002100489599
1386,SAINSBURYS,PD00749144
1387,MCCOLLS,1041002O
1388,COOP,TI00905292
1389,COOP,TI00925843
1390,BOOKER,90770573
1391,ASDA,7000127403
1392,SAINSBURYS,RP8999/U0200/003
1393,ONESTOP,110416
1394,WAITROSE,4700036809
1395,NISA,T305914
1396,BESTWAY,A01133816
1397,TESCO,2100793453
1398,WAITROSE,4700276013
1399,SAINSBURYS,RP4730/U0200/002
1400,SAINSBURYS,RP7800/U0200/004
1401,COOP,TI01187562
1402,MORRISONS,20232022925304
1403,ASDA,7000171944
1404,SAINSBURYS,FD361091 / 01
1405,SAINSBURYS,RP2726/U0200/004
1406,BESTWAY,1067112
1407,BESTWAY,1104619
1408,COOP,TI01159313
1409,ASDA,7000106520
1410,MORRISONS,20201078898466
1411,MORRISONS,20221620160534
1412,BESTWAY,966485
1413,ICELAND,ADD16739/3822
1414,MORRISONS,20221959466280
1415,SAINSBURYS,RP9490/U0200/002
1416,SAINSBURYS,RP371/U0200/003
1417,SAINSBURYS,RP5682/U0200/002
1418,MORRISONS,2020921228999
1419,BESTWAY,911433
1420,COOP,TI00887381
1421,ICELAND,ADD16166/822
1422,ASDA,7000176950
1423,ASDA,7000117523
1424,TESCO,2100531666
1425,SAINSBURYS,RP7076/U0200/003
1426,MORRISONS,20221646881951
1427,SPAR,LCII21467-26080
1428,WAITROSE,70171351638
1429,BOOKER,90752557
1430,MANDS,5101435892
1431,WAITROSE,4700127760
1432,ASDA,7000182917
1433,COOP,TI01252583
1434,SAINSBURYS,RP7978/U0200/003
1435,SAINSBURYS,RP3060/U0200/001
1436,COOP,TI00829388
1437,AMAZON,2121322973
1438,BESTWAY,982129
1439,UNITAS,UNSI0017510
1440,TESCO,2100724249
1441,MORRISONS,20232230669916
1442,ASDA,7000161277
1443,TESCO,2100381078
1444,TESCO,1002100674773
1445,SAINSBURYS,RP3117/U0200/003
1446,SAINSBURYS,RP1482/U0200/003
1447,MORRISONS,20221509805010
1448,ASDA,7000052568
1449,COOP,TI00919491
1450,ICELAND,ADD15514/3621
1451,AMAZON,7503003846
1452,COOP,TI01180647
1453,COOP,TI01184652
1454,ASDA,7000055966
1455,ASDA,7000012153
1456,TESCO,1002100632140
1457,COOP,TI00858972
1458,WAITROSE,70171326045
1459,COOP,TI00971676
1460,ICELAND,ADD18460/1023
1461,TESCO,2100720747
1462,COOP,TI01220389
1463,ASDA,7000083259
1464,MORRISONS,20211210771466
1465,NISA,T273142
1466,COOP,TI00942810
1467,COOP,TI01183185
1468,WAITROSE,4700230916
1469,TESCO,2100928911
1470,MORRISONS,20211054714740
1471,TESCO,2100760522
1472,NISA,T320070
1473,COOP,TI01210839
1474,SAINSBURYS,RP7475/U0200/001
1475,ASDA,7000010861
1476,SAINSBURYS,FD366581 / 01
1477,MANDS,5101533246
1478,ASDA,7000031572
1479,MORRISONS,20211331055582
1480,MORRISONS,202113460099
1481,BESTWAY,929175
1482,ICELAND,ADD20695/5223
1483,COOP,TI01264167
1484,MORRISONS,20232373908510
1485,TESCO,2100426556
1486,SAINSBURYS,RP9365/U0200/002
1487,SAINSBURYS,RP3315
1488,SAINSBURYS,RP8858/U0200/003
1489,MORRISONS,20221758666770
1490,COOP,TI00970209
1491,ASDA,BULK PRICE
1492,TESCO,2100591612
1493,SAINSBURYS,RP5217/U0200/001
1494,SAINSBURYS,RP241/U0200/001
1495,SAINSBURYS,RP4033/U0200/004
1496,SAINSBURYS,RP9267/U0200/001
1497,MORRISONS,20221673373088
1498,AMAZON,5800721856
1499,MORRISONS,20221909289289
1500,COOP,TI01284487
1501,SAINSBURYS,RP2697/U0200/002
1502,COOP,TI00895539
1503,MCCOLLS,1558011L
1504,COOP,TI01164400
1505,MORRISONS,20222019091584
1506,MORRISONS,20232177829493
1507,MCCOLLS,1109004O
1508,COOP,TI00928960
1509,BESTWAY,1039481
1510,BOOKER,90791013
1511,SAINSBURYS,FD372428
1512,ASDA,7000161962
1513,MORRISONS,20232061431102
1514,COOP,TI01260780
1515,SAINSBURYS,RP9024/U0200/002
1516,COOP,TI01014143
1517,ICELAND,ADD15302/3121
1518,BESTWAY,1003507
1519,UNITAS,UNSI0021256
1520,NISA,T308664
1521,BOOKER,90795744
1522,TESCO,2100936135
1523,ASDA,7000015814
1524,SAINSBURYS,RP985/U0200/001
1525,SAINSBURYS,RP5680/U0200/002
1526,ASDA,7000094670
1527,MORRISONS,20221575928042
1528,ICELAND,ADD14738/1421
1529,SPAR,74821
1530,BESTWAY,979176
1531,COOP,TI01011657
1532,MORRISONS,20232046697330
1533,ASDA,7000191114
1534,MORRISONS,20221653540325
1535,BOOKER,90737908
1536,ICELAND,ADD17752 723
1537,TESCO,1002100679033
1538,ASDA,7000162905
1539,MORRISONS,20211432994508
1540,COOP,TI01025030
1541,SAINSBURYS,RP2094/U0200/003
1542,TESCO,2100391355
1543,MORRISONS,2019805741015
1544,WAITROSE,4700043328
1545,SAINSBURYS,RP3314/U0100/004
1546,SAINSBURYS,RP3517/U0200/003
1547,SAINSBURYS,RP9289/U0200/003
1548,TESCO,2100472992
1549,ICELAND,727/5119
1550,NISA,T267345
1551,WAITROSE,4700085544
1552,MORRISONS,20221975205047
1553,MORRISONS,2020948981672
1554,COOP,TI00846767
1555,MORRISONS,20221847039839
1556,SAINSBURYS,RP6013/U0200/004
1557,COOP,TI00983871
1558,COOP,TI01069558
1559,COOP,TI01111857
1560,MORRISONS,20221909289305
1561,SAINSBURYS,RP8116/U0200/001
1562,ASDA,7000144664
1563,TESCO,2100672029
1564,MORRISONS,20211099093618
1565,WAITROSE,70171358745
1566,WAITROSE,4700012477
1567,TESCO,1002100690961
1568,SAINSBURYS,RP8046/U0200/001
1569,COOP,TI01184659
1570,SAINSBURYS,RP8063/U0200/002
1571,COOP,TI01285996
1572,ICELAND,ADD21385/2324
1573,SAINSBURYS,RP7593/U0200/004
1574,SAINSBURYS,RP340/U0200/004
1575,MORRISONS,2020992126980
1576,COOP,TI00852385
1577,ICELAND,ADD14737/1421
1578,COOP,TI01077630
1579,COOP,TI01108577
1580,MORRISONS,20221824184771
1581,SAINSBURYS,RP9289/U0200/001
1582,ASDA,7000079435
1583,BOOKER,1600715212
1584,WAITROSE,7012012073
1585,BOOKER,90686244
1586,UNITAS,UNSI0011172
1587,SAINSBURYS,RP8045/U0200/001
1588,ASDA,7000026941
1589,TESCO,2100417224
1590,MORRISONS,202113473791
1591,COOP,TI00985048
1592,TESCO,2100838272
1593,TESCO,2100369849
1594,SAINSBURYS,RP3706/U0200/004
1595,MORRISONS,2020997086617
1596,BOOKER,90742159
1597,COOP,TI00998640
1598,ICELAND,123/0223
1599,SAINSBURYS,RP9634/U0200/003
1600,ONESTOP,INV-104709
1601,COOP,PCM104952
1602,LIDL,Robertamllontoadvise
1603,COOP,TI01154973
1604,MORRISONS,20221959465975
1605,MORRISONS,20232230669740
1606,TESCO,2100209511
1607,SAINSBURYS,RP1490/U0200/003
1608,SAINSBURYS,RP3584/U0200/002
1609,COOP,TI00873736
1610,NISA,T277955
1611,COOP,TI00946323
1612,COOP,TI01201144
1613,ASDA,7000177771
1614,COOP,TI00996543
1615,COOP,TI01019184
1616,WAITROSE,4700160989
1617,MORRISONS,20221938314514
1618,ASDA,7000155748
1619,TESCO,2100279885
1620,NISA,T281487
1621,COOP,TI00996516
1622,NISA,T301040
1623,COOP,TI01060757
1624,BESTWAY,A01165779
1625,ICELAND,20296/1424
1626,SAINSBURYS,RP5443/U0200/002
1627,COOP,TI00829416
1628,BOOKER,90718412
1629,MORRISONS,20221921574692
1630,BESTWAY,A01144931
1631,TESCO,EL138041
1632,SAINSBURYS,FD365546 / 01
1633,SAINSBURYS,RP4275/U0200/003
1634,COOP,TI00914030
1635,AMAZON,5800661200
1636,ICELAND,321/2922
1637,BOOKER,90735849
1638,NISA,T284565
1639,BOOKER,90778869
1640,AMAZON,2084396916VCBSIN
1641,BESTWAY,1108476
1642,COOP,TI01177105
1643,COOP,TI01220374
1644,MORRISONS,20232408128829
1645,ASDA,7000167970
1646,ASDA,70000172083
1647,SAINSBURYS,RP3375/U0200/002
1648,SAINSBURYS,RP9258/U0200/003
1649,COOP,TI01037004
1650,SAINSBURYS,PD00737657
1651,MORRISONS,2020917754810
1652,ASDA,7000133398
1653,SAINSBURYS,RP8180/U0200/001
1654,TESCO,2100318750
1655,AMAZON,2084634011VCBSIN
1656,WAITROSE,4700215780
1657,SAINSBURYS,RP899/U0200/001
1658,MORRISONS,2020856159365
1659,COOP,TI00830773
1660,ASDA,CLM 7000084427
1661,ASDA,7000014797
1662,SAINSBURYS,RP110/U0200/001
1663,MORRISONS,20221588941677
1664,MORRISONS,20221609202163
1665,COOP,TI01065110
1666,SAINSBURYS,RP5249/U0200/002
1667,ICELAND,165/4723
1668,MORRISONS,20232286745231
1669,SAINSBURYS,RP7765/U0200/004
1670,COOP,TI00871456
1671,ICELAND,147/0321
1672,WAITROSE,70171328184
1673,WAITROSE,70171348281
1674,WAITROSE,4700120832
1675,MORRISONS,20232035609485
1676,BOOKER,90821549
1677,TESCO,2100384676
1678,MORRISONS,20211233221396
1679,COOP,TI00707285
1680,COOP,TI00971662
1681,COOP,TI01250932
1682,MORRISONS,20232272706933
1683,WAITROSE,70171366163
1684,COOP,TI01014879
1685,UNITAS,UNSI0021321
1686,TESCO,2100727678
1687,SAINSBURYS,RP216/U0200/002
1688,MORRISONS,20221948754367
1689,ICELAND,908/0124
1690,COOP,TI01275390
1691,TESCO,2100405446
1692,SAINSBURYS,RP8767/U0200/003
1693,MORRISONS,20211345759700
1694,COOP,TI01213126
1695,COOP,TI01230452
1696,TESCO,1002100613241
1697,COOP,TI00883140
1698,NISA,SLIN/00047177
1699,TESCO,2100785371
1700,TESCO,2100881622
1701,TESCO,1002100298068
1702,MORRISONS,20211530518291
1703,MORRISONS,20211541148423
1704,ICELAND,433/3422
1705,ASDA,7000033493
1706,SAINSBURYS,RP5170/U0200/004
1707,SAINSBURYS,RP8034/U0200/003
1708,MORRISONS,2020997086174
1709,BESTWAY,1014580
1710,BESTWAY,1059652
1711,MORRISONS,20232333191893
1712,AMAZON,0093840202
1713,SPAR,76843
1714,COSTCO,DF410292-1
1715,COOP,1400377234
1716,ASDA,7000136730
1717,COOP,TI01245304
1718,ASDA,7000091270
1719,TESCO,2100385484
1720,COOP,TI00971669
1721,ASDA,6601014020
1722,TESCO,2100665269
1723,MORRISONS,20211461825599
1724,COOP,TI00907852
1725,WAITROSE,70171406727
1726,COOP,TI01043580
1727,MORRISONS,20232272706507
1728,COOP,TI00834359
1729,ICELAND,1801908045
1730,COOP,TI01161813
1731,COOP,TI01167566
1732,SAINSBURYS,RP6825/U0200/001
1733,MORRISONS,20211190530292
1734,COOP,TI00999212
1735,AMAZON,5800772365
1736,MORRISONS,20221780746475
1737,AMAZON,2085194553VCBSINV
1738,ASDA,7000117526
1739,WAITROSE,70171299188
1740,WAITROSE,4700074625
1741,ASDA,7000108542
1742,SAINSBURYS,RP6315/U0200/004
1743,ICELAND,ADD17424/4122
1744,ICELAND,1802020378
1745,TESCO,2100732413
1746,ASDA,7000111435
1747,TESCO,1002100183412
1748,SAINSBURYS,RP4232/U0200/003
1749,ICELAND,ADD14500/1221
1750,WAITROSE,70171364190
1751,MANDS,5101164399
1752,COOP,TI01111865
1753,COOP,TI01141025
1754,MORRISONS,20221785783009
1755,ASDA,7000074496
1756,TESCO,1002100249821
1757,SAINSBURYS,RP345/U0200/001
1758,BOOKER,90747111
1759,MANDS,5102230429
1760,AMAZON,2121555491
1761,WAITROSE,4700196809
1762,ASDA,6601035714
1763,MORRISONS,20221769887964
1764,COOP,TI00837633
1765,COOP,TI00852404
1766,BESTWAY,1037121
1767,WAITROSE,4700071287
1768,MORRISONS,20221785785291
1769,TESCO,2100535233
1770,MORRISONS,2020997086174 CC
1771,WAITROSE,70171391630
1772,TESCO,2100252498
1773,SAINSBURYS,FD366175 / 01
1774,SAINSBURYS,RP7087/U0200/001
1775,COOP,TI00858975
1776,ASDA,7000096318
1777,MORRISONS,20221479581120
1778,COOP,TI00986679
1779,COOP,TI01043560
1780,TESCO,EL133492
1781,TESCO,2100393997
1782,COOP,TI00901644
1783,ICELAND,ADD16010/222
1784,AMAZON,2084197863VCBSIN
1785,ASDA,7000086525
1786,TESCO,2100360698
1787,SAINSBURYS,RP1664/U0200/003
1788,COOP,1002100205533
1789,COOP,TI00901633
1790,WAITROSE,4700048249
1791,COOP,TI01095705
1792,ASDA,7000140055
1793,ASDA,7000014539
1794,TESCO,2100373076
1795,MORRISONS,20211014778028
1796,MANDS,1800580834
1797,WAITROSE,70171327354
1798,COOP,TI01088371
1799,COOP,TI01164395
1800,SAINSBURYS,RP5747/U0200/004
1801,BESTWAY,1170816/12/1804
1802,ASDA,7000106729
1803,COOP,TI01054131
1804,ICELAND,ADD13407/3920
1805,MANDS,158620101630
1806,WAITROSE,70171380813
1807,COOP,TI01150093
1808,TESCO,2100859751
1809,TESCO,2100416644
1810,SAINSBURYS,RP7616/U0200/003
1811,COOP,TI01023332
1812,NISA,T302876
1813,BESTWAY,1169379/1048500
1814,ICELAND,22282/2624
1815,SAINSBURYS,RP6963/U0200/002
1816,SAINSBURYS,RP848/U0200/001
1817,MORRISONS,20211149502939
1818,MANDS,5100362525
1819,COOP,TI01159307
1820,COOP,TI00855784
1821,WAITROSE,4700011349
1822,COOP,TI00830775
1823,WAITROSE,4700008707
1824,ASDA,7000012591
1825,TESCO,2100373084
1826,COOP,TI00914024
1827,MORRISONS,20232019091583
1828,SAINSBURYS,RP393/U0200/002
1829,AMAZON,2121252200
1830,COOP,TI01083185
1831,ASDA,7000103069
1832,MORRISONS,20232156890292
1833,ASDA,7000105957
1834,WAITROSE,4700212563
1835,SAINSBURYS,RP2220/U0200/003
1836,MORRISONS,2020887032302
1837,MORRISONS,20211099092872
1838,ICELAND,1601093929
1839,MORRISONS,20232259790007
1840,TESCO,2100610902
1841,MORRISONS,20211028970067
1842,WAITROSE,70171361000
1843,AMAZON,5800583314
1844,TESCO,1002100668807
1845,SAINSBURYS,RP8593/U0200/001
1846,COSTCO,396388
1847,COOP,TI00996532
1848,MORRISONS,20232251163618
1849,TESCO,2100325964
1850,NISA,T303421
1851,MANDS,1586121122B0MK8
1852,SAINSBURYS,RP5805/U0200/00
1853,SAINSBURYS,RP9846/U0200/004
1854,MORRISONS,20211168877362
1855,WAITROSE,70171299118
1856,BESTWAY,963338
1857,COOP,TI00964721
1858,SAINSBURYS,RP2041/U0200/002
1859,ASDA,7000045515
1860,COOP,TI01055780
1861,BESTWAY,A01139926
1862,ASDA,7000046669
1863,SAINSBURYS,RP36/U0200/004
1864,WAITROSE,70171252726
1865,COOP,TI00864221
1866,COOP,PCM084253
1867,BESTWAY,922304
1868,WAITROSE,70171387789
